name,sku,barcode,category,sales_price,product_cost,stock,warning_limit,unit,featured,unlimited,image
Saldo Mitra Shopee,ID3260,,,"132,294",0,0,0,,no,yes,
Saldo Sea Bank,ID3261,,,20,0,0,0,,no,yes,
Salep 88,ID3262,,,"12,000",0,0,0,,no,yes,
Salero Padang,ID3263,,,"2,800",0,0,0,,no,yes,
Salicyl Bedak Cito,ID3264,,,"6,000",0,0,0,,no,yes,
Salicyl kf,ID3265,,,"7,000",0,0,0,,no,yes,
Salmon,ID3266,,,"10,000",0,0,0,,no,yes,
Salompas,ID3267,,,700,0,0,0,,no,yes,
Salmpas Hot,ID3268,,,"1,000",0,0,0,,no,yes,
Saltcheese,ID3269,,,"9,500",0,0,0,,no,yes,
Saltchees 1000 1 pak,ID3270,,,"9,000",0,0,0,,no,yes,
Sambada,ID3271,,,"6,500",0,0,0,,no,yes,
Sambal ABC 275 ml,ID3272,,,"12,500",0,0,0,,no,yes,
Sambal ABC 500,ID3273,,,400,0,0,0,,no,yes,
Sambal ABC Botol 135 ml,ID3274,,,"6,000",0,0,0,,no,yes,
Sambal Botol Nasional 135 ml,ID3275,,,"6,000",0,0,0,,no,yes,
Sambal Ijo saset,ID3276,,,"1,200",0,0,0,,no,yes,
Sambal terasi 1 ds,ID3277,,,"128,000",0,0,0,,no,yes,
Samba Terasi 1500,ID3278,,,"1,200",0,0,0,,no,yes,
Sampo 1000,ID3279,,,833,0,0,0,,no,yes,
Sampo 5 Ratus,ID3280,,,416,0,0,0,,no,yes,
Sampo Clier 160 ml,ID3281,,,"19,000",0,0,0,,no,yes,
Sampo clier botol 70 ml,ID3282,,,"14,500",0,0,0,,no,yes,
Samo Cushion 200 ml,ID3283,,,"14,500",0,0,0,,no,yes,
Sampo Cussen baby,ID3284,,,"7,500",0,0,0,,no,yes,
Sampo Dave 70 ml,ID3285,,,"13,500",0,0,0,,no,yes,
Sampo HS 160 ml,ID3286,,,"18,000",0,0,0,,no,yes,
Sampo Kodomo 100 ml,ID3287,,,"7,500",0,0,0,,no,yes,
Sampo Kodomo 45 ml,ID3288,,,"4,500",0,0,0,,no,yes,
Sampo Lefboy 100 ml,ID3289,,,"9,500",0,0,0,,no,yes,
Sampo Lefboy 170 ml,ID3290,,,"12,500",0,0,0,,no,yes,
Sampo Lefboy 400,ID3291,,,"18,500",0,0,0,,no,yes,
Sampo Motor,ID3292,,,833,0,0,0,,no,yes,
Sampo My Baby 100 ml,ID3293,,,"8,500",0,0,0,,no,yes,
Sampo My Baby 100 ml,ID3294,,,"7,500",0,0,0,,no,yes,
Sampo Panten 130 ml,ID3295,,,"16,500",0,0,0,,no,yes,
Sampo Panten 160 ml,ID3296,,,"19,000",0,0,0,,no,yes,
Sampo Panten,ID3297,,,"33,000",0,0,0,,no,yes,
Sampo Sansilk 70,ID3298,,,"14,500",0,0,0,,no,yes,
Sampo Sansilk 160 ml,ID3299,,,"19,000",0,0,0,,no,yes,
Sampo venten,ID3300,,,0,0,0,0,,no,yes,
Sampo Zing 170 ml,ID3301,,,"12,500",0,0,0,,no,yes,
Sampo Zwitsal 100 gr,ID3302,,,"9,000",0,0,0,,no,yes,
Sampoerna Amerta,ID3303,,,"13,500",0,0,0,,no,yes,
Sampoerna Kretek,ID3304,,,"15,400",0,0,0,,no,yes,
Sampoerna Kretek Eceran,ID3305,,,"1,225",0,0,0,,no,yes,
Sampoerna Kretek Prima,ID3306,,,"14,700",0,0,0,,no,yes,
Sampoerna Legit Apel,ID3307,,,"13,500",0,0,0,,no,yes,
Sampoerna Mild Royal,ID3308,,,"26,600",0,0,0,,no,yes,
Sampoerna Proma Go,ID3309,,,"13,450",0,0,0,,no,yes,
Sampoerna 16 Splash,ID3310,,,"31,000",0,0,0,,no,yes,
Sampoerna Edition,ID3311,,,"29,600",0,0,0,,no,yes,
Sampoerna Mild  12 splash,ID3312,,,"23,400",0,0,0,,no,yes,
Sampoerna mild 50,ID3313,,,"93,000",0,0,0,,no,yes,
Sampoerna Mild Eceran,ID3314,,,"2,062",0,0,0,,no,yes,
Sampoerna Mild Se,ID3315,,,"28,100",0,0,0,,no,yes,
Sampoerna Mild Zeta 12,ID3316,,,"21,950",0,0,0,,no,yes,
Sampoerna Mild 12,ID3317,,,"24,200",0,0,0,,no,yes,
Sampoerna Mild 16,ID3318,,,"34,000",0,0,0,,no,yes,
Sampoerna Mild 16 Campur,ID3319,,,"33,650",0,0,0,,no,yes,
Sampoerna Mild B9,ID3320,,,"32,600",0,0,0,,no,yes,
Sampoerna Mild Mentol,ID3321,,,"34,000",0,0,0,,no,yes,
Sampul Buku,ID3322,,,700,0,0,0,,no,yes,
Samsu 16,ID3323,,,"25,400",0,0,0,,no,yes,
Samsu 6+6,ID3324,,,"18,500",0,0,0,,no,yes,
Samsu Eceran ,ID3325,,,"1,584",0,0,0,,no,yes,
Samu Refil 16,ID3326,,,"24,800",0,0,0,,no,yes,
Samsu Refil Eceran,ID3327,,,"1,725",0,0,0,,no,yes,
Samsu Refil Maestro 12,ID3328,,,"18,400",0,0,0,,no,yes,
Samu Refil X,ID3329,,,"21,500",0,0,0,,no,yes,
Samudera 12,ID3330,,,"6,500",0,0,0,,no,yes,
Sanaflu,ID3331,,,625,0,0,0,,no,yes,
Sandal 150000,ID3332,,,"13,000",0,0,0,,no,yes,
Sandal Anak 8000,ID3333,,,"6,500",0,0,0,,no,yes,
Sandal Mely 10000,ID3334,,,"7,500",0,0,0,,no,yes,
Sandal Sky Boot K,ID3335,,,"8,500",0,0,0,,no,yes,
Sandal Sky boot B,ID3336,,,"9,000",0,0,0,,no,yes,
Sandal Swallo Anak,ID3337,,,"9,000",0,0,0,,no,yes,
Sandal Swallow,ID3338,,,"10,000",0,0,0,,no,yes,
Sandal Swallow 18000,ID3339,,,"15,000",0,0,0,,no,yes,
Sandal Swallow Jumbo,ID3340,,,"11,000",0,0,0,,no,yes,
Sanwich,ID3341,,,"9,000",0,0,0,,no,yes,
Sangkar Mas,ID3342,,,"7,000",0,0,0,,no,yes,
Sangkar Mas 16,ID3343,,,"8,600",0,0,0,,no,yes,
Sangobion,ID3344,,,"2,000",0,0,0,,no,yes,
Sanmarino,ID3345,,,"11,500",0,0,0,,no,yes,
Sanmol 120 ml,ID3346,,,"13,000",0,0,0,,no,yes,
Sanmol,ID3347,,,750,0,0,0,,no,yes,
Sanqua 1000,ID3348,,,792,0,0,0,,no,yes,
Sanqua 1500 Eceran,ID3349,,,"2,300",0,0,0,,no,yes,
Sanqua 1500 ml,ID3350,,,"28,000",0,0,0,,no,yes,
Sanqua 220,ID3351,,,"19,000",0,0,0,,no,yes,
Sanqua 600 ml,ID3352,,,"28,000",0,0,0,,no,yes,
Sanqua Gelas,ID3353,,,"16,000",0,0,0,,no,yes,
Sanqua T Eceran,ID3354,,,"1,150",0,0,0,,no,yes,
Sansil 170 ml,ID3355,,,"21,500",0,0,0,,no,yes,
Santan bubuk,ID3356,,,"2,000",0,0,0,,no,yes,
Santan Junior,ID3357,,,"3,200",0,0,0,,no,yes,
Santan Kara 1 ds,ID3358,,,"195,000",0,0,0,,no,yes,
Santan Kotak,ID3359,,,"9,000",0,0,0,,no,yes,
Santan Kara 65 ml,ID3360,,,"5,450",0,0,0,,no,yes,
Saori Botol K,ID3361,,,"11,000",0,0,0,,no,yes,
Saori Saus Tiram,ID3362,,,"2,200",0,0,0,,no,yes,
Saos 1 Kl,ID3363,,,"11,000",0,0,0,,no,yes,
Saos 2 kl,ID3364,,,"22,500",0,0,0,,no,yes,
Saos 500,ID3365,,,450,0,0,0,,no,yes,
Saos ABC 1000 1 ds,ID3366,,,"175,000",0,0,0,,no,yes,
Saos ABC 75 gr,ID3367,,,"2,500",0,0,0,,no,yes,
Saos ABC Botol 135 ml,ID3368,,,"6,500",0,0,0,,no,yes,
Saos ABC Eceran,ID3369,,,650,0,0,0,,no,yes,
Saos Botol 5000,ID3370,,,"4,000",0,0,0,,no,yes,
Saos Botol 630 ml,ID3371,,,"8,000",0,0,0,,no,yes,
Saos Colex bantal,ID3372,,,"1,800",0,0,0,,no,yes,
Saos Mahkota,ID3373,,,"3,000",0,0,0,,no,yes,
Saos Mahkota 1 ds,ID3374,,,"78,000",0,0,0,,no,yes,
Saos Raja Rasa,ID3375,,,"5,800",0,0,0,,no,yes,
Saos Sambal ABC 1 pak,ID3376,,,"6,500",0,0,0,,no,yes,
Saos Sasa 950 ml,ID3377,,,"17,500",0,0,0,,no,yes,
Saos STIK 1 ds,ID3378,,,"130,000",0,0,0,,no,yes,
Saos STIK 5000,ID3379,,,"4,000",0,0,0,,no,yes,
Saos Tomat Bantal,ID3380,,,"4,200",0,0,0,,no,yes,
Sapu Dragon,ID3381,,,"20,000",0,0,0,,no,yes,
Sapu Lantai 12000,ID3382,,,"10,000",0,0,0,,no,yes,
Sapu Lidi,ID3383,,,"6,500",0,0,0,,no,yes,
Sapu Tangan,ID3384,,,"4,000",0,0,0,,no,yes,
Sanqua 1500 ml,ID3385,,,"28,000",0,0,0,,no,yes,
Sarang Mas,ID3386,,,1,0,0,0,,no,yes,
Sardan Fam 11000,ID3387,,,"10,000",0,0,0,,no,yes,
Sarden 155 g,ID3388,,,"9,000",0,0,0,,no,yes,
Sarden 425 g,ID3389,,,"21,000",0,0,0,,no,yes,
Sarden Maya 155 ml,ID3390,,,"8,500",0,0,0,,no,yes,
Sarden Maya 425 ml,ID3391,,,"15,500",0,0,0,,no,yes,
Sari Akar ,ID3392,,,"2,200",0,0,0,,no,yes,
Sari Gandum 10000,ID3393,,,"9,000",0,0,0,,no,yes,
Sari Gandum 115,ID3394,,,"6,000",0,0,0,,no,yes,
Sari Gandum 2000 1 pak,ID3395,,,"20,000",0,0,0,,no,yes,
Sari Gandum 240 g,ID3396,,,"10,000",0,0,0,,no,yes,
Sari Kedelai 6000,ID3397,,,"5,000",0,0,0,,no,yes,
Sari Manis 500,ID3398,,,450,0,0,0,,no,yes,
Sari Murni 500,ID3399,,,450,0,0,0,,no,yes,
Sari Wangi Kotak,ID3400,,,"5,500",0,0,0,,no,yes,
Sari Wangi Saset,ID3401,,,900,0,0,0,,no,yes,
Saridon,ID3402,,,625,0,0,0,,no,yes,
Sarimi Ayam Bawang,ID3403,,,"2,700",0,0,0,,no,yes,
Sarimi Ayam Bawang isi 2,ID3404,,,"3,450",0,0,0,,no,yes,
Sarimi Ayam Kecap isi 2,ID3405,,,"3,560",0,0,0,,no,yes,
Sarimi Ayam Kremes isi 1,ID3406,,,"2,800",0,0,0,,no,yes,
Sarimi Ayam kremes isi 2,ID3407,,,"3,650",0,0,0,,no,yes,
Sarimi Bakso isi 1,ID3408,,,"2,600",0,0,0,,no,yes,
Sarimi Bakso isi 2,ID3409,,,"3,450",0,0,0,,no,yes,
Sarimi isi 2 soto,ID3410,,,"3,450",0,0,0,,no,yes,
Sarimi Kaldu isi 1,ID3411,,,"2,600",0,0,0,,no,yes,
Sarja,ID3412,,,1,0,0,0,,no,yes,
Sarung tangan,ID3413,,,1,0,0,0,,no,yes,
Salsa 1/2 gr,ID3414,,,"24,000",0,0,0,,no,yes,
Sasa 10000,ID3415,,,"9,000",0,0,0,,no,yes,
Sasa 100 gr,ID3416,,,"5,500",0,0,0,,no,yes,
Sasa 14 g / 1000,ID3417,,,900,0,0,0,,no,yes,
Sasa 2000,ID3418,,,"1,875",0,0,0,,no,yes,
Sasa 250 g,ID3419,,,"12,500",0,0,0,,no,yes,
Sasa 3000,ID3420,,,"2,300",0,0,0,,no,yes,
Sasa 500,ID3421,,,450,0,0,0,,no,yes,
Sasa 5000,ID3422,,,"4,700",0,0,0,,no,yes,
Sasa 500 gr,ID3423,,,"24,500",0,0,0,,no,yes,
Sasa 50 gr,ID3424,,,"3,000",0,0,0,,no,yes,
Sasa 85 gr / 5000,ID3425,,,"4,500",0,0,0,,no,yes,
Sasa bumbu ayam,ID3426,,,"2,200",0,0,0,,no,yes,
Sasa Sambal Indofoof,ID3427,,,"1,600",0,0,0,,no,yes,
Sasha siwak,ID3428,,,"9,000",0,0,0,,no,yes,
Savero,ID3429,,,"21,000",0,0,0,,no,yes,
Sayang 1000,ID3430,,,850,0,0,0,,no,yes,
Sayang 11000,ID3431,,,"10,000",0,0,0,,no,yes,
Sayang 2000,ID3432,,,"1,700",0,0,0,,no,yes,
Sayang 500,ID3433,,,416,0,0,0,,no,yes,
Sayang 5000,ID3434,,,"4,300",0,0,0,,no,yes,
Sayur Lodeh,ID3435,,,"1,600",0,0,0,,no,yes,
Sayur tempe,ID3436,,,"1,600",0,0,0,,no,yes,
SBM biru,ID3437,,,"8,000",0,0,0,,no,yes,
SC,ID3438,,,"11,000",0,0,0,,no,yes,
SCOR,ID3439,,,"8,000",0,0,0,,no,yes,
Scorpion f 20,ID3440,,,"27,500",0,0,0,,no,yes,
SDM 20,ID3441,,,"9,000",0,0,0,,no,yes,
Se Jiwa,ID3442,,,1,0,0,0,,no,yes,
Secret,ID3443,,,"10,000",0,0,0,,no,yes,
Sedap 2000 1 ds,ID3444,,,"74,000",0,0,0,,no,yes,
Sedap Ayam Bakar Limau,ID3445,,,"2,700",0,0,0,,no,yes,
Sedap Ayam Bawang,ID3446,,,"2,600",0,0,0,,no,yes,
Sedam Ayam jerit,ID3447,,,"2,600",0,0,0,,no,yes,
Sedap Baked,ID3448,,,"2,800",0,0,0,,no,yes,
Sedap Bakso,ID3449,,,"2,600",0,0,0,,no,yes,
Sedap Botol Besar,ID3450,,,1,0,0,0,,no,yes,
Sedap Buldak,ID3451,,,"2,800",0,0,0,,no,yes,
Sedap Cup,ID3452,,,"4,000",0,0,0,,no,yes,
Sedap Cup Goreng,ID3453,,,"4,400",0,0,0,,no,yes,
Sedap geprek,ID3454,,,"2,700",0,0,0,,no,yes,
Sedap Goreng,ID3455,,,"2,850",0,0,0,,no,yes,
Sedap Goreng Davina,ID3456,,,"2,850",0,0,0,,no,yes,
Sedap Kaldu,ID3457,,,"2,600",0,0,0,,no,yes,
Sedap Kari Spesial,ID3458,,,"2,600",0,0,0,,no,yes,
Sedap Keju,ID3459,,,"2,700",0,0,0,,no,yes,
Sedap Korean Spicy,ID3460,,,"2,700",0,0,0,,no,yes,
Sedap Laksa,ID3461,,,"2,700",0,0,0,,no,yes,
Sedap Masako,ID3462,,,450,0,0,0,,no,yes,
Sedap Nikmat,ID3463,,,"2,600",0,0,0,,no,yes,
Sedap padang,ID3464,,,"2,700",0,0,0,,no,yes,
Sedap Rawit,ID3465,,,"2,700",0,0,0,,no,yes,
Sedap  Santan,ID3466,,,"2,700",0,0,0,,no,yes,
Sedap Singapore,ID3467,,,"2,700",0,0,0,,no,yes,
Sedap Soto,ID3468,,,"2,600",0,0,0,,no,yes,
Sedap Soto Madura,ID3469,,,"2,600",0,0,0,,no,yes,
Sedap Spesial,ID3470,,,"2,600",0,0,0,,no,yes,
Sedap tasty,ID3471,,,"5,000",0,0,0,,no,yes,
Sedap tasty kotak,ID3472,,,"5,500",0,0,0,,no,yes,
Sedotan 1 pak,ID3473,,,"4,000",0,0,0,,no,yes,
Sedotan 10000,ID3474,,,"8,500",0,0,0,,no,yes,
Sedotan 1 rb,ID3475,,,800,0,0,0,,no,yes,
Sedotan 2500,ID3476,,,"2,000",0,0,0,,no,yes,
Sedotan besar 8000,ID3477,,,"7,000",0,0,0,,no,yes,
Segar dingin,ID3478,,,700,0,0,0,,no,yes,
segi3 biru 500 gr,ID3479,,,"6,000",0,0,0,,no,yes,
sejati,ID3480,,,"7,800",0,0,0,,no,yes,
sejati eceran,ID3481,,,650,0,0,0,,no,yes,
sejuk coklat,ID3482,,,"8,100",0,0,0,,no,yes,
sekrok sampah 15000,ID3483,,,"12,500",0,0,0,,no,yes,
Sekrok seng,ID3484,,,"9,000",0,0,0,,no,yes,
selasi sst,ID3485,,,"1,750",0,0,0,,no,yes,
selava,ID3486,,,"16,500",0,0,0,,no,yes,
selera,ID3487,,,"9,000",0,0,0,,no,yes,
selera original,ID3488,,,"7,500",0,0,0,,no,yes,
Seleraku 2000,ID3489,,,"1,500",0,0,0,,no,yes,
Semar Mesem kretek,ID3490,,,"8,500",0,0,0,,no,yes,
Seminih,ID3491,,,"7,000",0,0,0,,no,yes,
Semir Bigen,ID3492,,,"14,000",0,0,0,,no,yes,
Semir Cassandra,ID3493,,,"9,500",0,0,0,,no,yes,
Semir Henna,ID3494,,,"3,500",0,0,0,,no,yes,
Semir Kenny,ID3495,,,"9,000",0,0,0,,no,yes,
Semir Sepatu,ID3496,,,1,0,0,0,,no,yes,
Semir tanco,ID3497,,,"14,000",0,0,0,,no,yes,
Senar Gelas,ID3498,,,"2,500",0,0,0,,no,yes,
Sendok Agar isi 50,ID3499,,,"4,000",0,0,0,,no,yes,
Sendok bebek ,ID3500,,,"2,500",0,0,0,,no,yes,
Sendok bebek 5000,ID3501,,,"3,500",0,0,0,,no,yes,
Sendok bebek 9000,ID3502,,,"7,500",0,0,0,,no,yes,
Senior,ID3503,,,"15,600",0,0,0,,no,yes,
Senior Coffe,ID3504,,,"14,300",0,0,0,,no,yes,
Sepuhan,ID3505,,,100,0,0,0,,no,yes,
Sepuhan Botol ,ID3506,,,"1,500",0,0,0,,no,yes,
Sepuhan Cap Kodok 1 pak,ID3507,,,"20,000",0,0,0,,no,yes,
Serena short cake,ID3508,,,"10,000",0,0,0,,no,yes,
Seret 3000,ID3509,,,"2,000",0,0,0,,no,yes,
Sergeo 20,ID3510,,,"25,300",0,0,0,,no,yes,
Sergeo eceran ,ID3511,,,"1,025",0,0,0,,no,yes,
Seroja,ID3512,,,"8,900",0,0,0,,no,yes,
Serok/pengki,ID3513,,,"8,000",0,0,0,,no,yes,
Serret,ID3514,,,"2,000",0,0,0,,no,yes,
Serutan Pensil,ID3515,,,800,0,0,0,,no,yes,
Serutan pensil 3000,ID3516,,,"2,200",0,0,0,,no,yes,
Setia bali 200 gr,ID3517,,,"14,000",0,0,0,,no,yes,
Setia bali 4000,ID3518,,,"3,000",0,0,0,,no,yes,
setia bali 7000,ID3519,,,"6,000",0,0,0,,no,yes,
seven up,ID3520,,,1,0,0,0,,no,yes,
SGM 150,ID3521,,,"16,500",0,0,0,,no,yes,
SGM 400,ID3522,,,"43,500",0,0,0,,no,yes,
Shasa semi,ID3523,,,"10,700",0,0,0,,no,yes,
Shinzui ,ID3524,,,"4,150",0,0,0,,no,yes,
Siapa Gelas,ID3525,,,"12,500",0,0,0,,no,yes,
Sidomuncul susu jahe,ID3526,,,"1,700",0,0,0,,no,yes,
Siganatur eceran / biji,ID3527,,,"1,925",0,0,0,,no,yes,
Siganatur kretek,ID3528,,,"14,600",0,0,0,,no,yes,
Signatur mil 12,ID3529,,,"23,500",0,0,0,,no,yes,
Sigantur mil 16,ID3530,,,"30,000",0,0,0,,no,yes,
Signature,ID3531,,,"24,300",0,0,0,,no,yes,
Sikat Baju,ID3532,,,"3,500",0,0,0,,no,yes,
Sikat Baju,ID3533,,,"3,500",0,0,0,,no,yes,
Sikat gigi ciptaden,ID3534,,,"2,500",0,0,0,,no,yes,
sikat gigi formula,ID3535,,,"2,850",0,0,0,,no,yes,
Sikat gigi kodomo 9000,ID3536,,,"7,500",0,0,0,,no,yes,
Sikat WC,ID3537,,,"10,000",0,0,0,,no,yes,
Sil Koro 80 ml,ID3538,,,"22,500",0,0,0,,no,yes,
Silet gagang putih,ID3539,,,"1,500",0,0,0,,no,yes,
Silet gagang Warna 1500,ID3540,,,"1,500",0,0,0,,no,yes,
Silet goll,ID3541,,,"1,500",0,0,0,,no,yes,
silet SDI 2000,ID3542,,,"1,400",0,0,0,,no,yes,
Silet Tiger,ID3543,,,500,0,0,0,,no,yes,
Simba Choco cip 1 ds,ID3544,,,"102,000",0,0,0,,no,yes,
Simbtren,ID3545,,,"1,600",0,0,0,,no,yes,
sin kepo,ID3546,,,"10,500",0,0,0,,no,yes,
sin kujang mas,ID3547,,,"16,000",0,0,0,,no,yes,
Sin mil,ID3548,,,"23,000",0,0,0,,no,yes,
sin provos,ID3549,,,"23,000",0,0,0,,no,yes,
Sin Sapu jagat 12,ID3550,,,"14,500",0,0,0,,no,yes,
Sinom,ID3551,,,"4,000",0,0,0,,no,yes,
sinom 9000,ID3552,,,"7,500",0,0,0,,no,yes,
sinom mangga,ID3553,,,"8,500",0,0,0,,no,yes,
SIP 500 1 pak,ID3554,,,"9,000",0,0,0,,no,yes,
sip gelas 1 ds,ID3555,,,"14,000",0,0,0,,no,yes,
Sipla gelas 1 ds,ID3556,,,"12,500",0,0,0,,no,yes,
Sira,ID3557,,,"11,500",0,0,0,,no,yes,
Sirup ABC,ID3558,,,"11,350",0,0,0,,no,yes,
Sirup bangau,ID3559,,,"21,000",0,0,0,,no,yes,
Sirup Bogas,ID3560,,,"16,500",0,0,0,,no,yes,
Sisa Duit,ID3561,,,"1,867,500",0,0,0,,no,yes,
Sisir,ID3562,,,"4,000",0,0,0,,no,yes,
Sisir 2000,ID3563,,,"1,500",0,0,0,,no,yes,
sitrun 1000,ID3564,,,850,0,0,0,,no,yes,
sitrun 500,ID3565,,,400,0,0,0,,no,yes,
sitrun 50 g,ID3566,,,"2,100",0,0,0,,no,yes,
siwalan botol tanggung,ID3567,,,"10,000",0,0,0,,no,yes,
Siwalan botol besar,ID3568,,,"19,000",0,0,0,,no,yes,
siwalan botol kecil,ID3569,,,"6,500",0,0,0,,no,yes,
skorpion,ID3570,,,"21,500",0,0,0,,no,yes,
slai coklat,ID3571,,,"5,000",0,0,0,,no,yes,
slai olai,ID3572,,,"11,000",0,0,0,,no,yes,
slai olai 192 gr,ID3573,,,"8,000",0,0,0,,no,yes,
slai olai 1 pak,ID3574,,,"17,000",0,0,0,,no,yes,
slai olay 7000,ID3575,,,"6,000",0,0,0,,no,yes,
slai coklat,ID3576,,,"5,500",0,0,0,,no,yes,
slip 1 kaleng,ID3577,,,"80,000",0,0,0,,no,yes,
Smartfren 2 gb,ID3578,,,"7,000",0,0,0,,no,yes,
smartfren,ID3579,,,"12,000",0,0,0,,no,yes,
smartfren unlimited,ID3580,,,"26,900",0,0,0,,no,yes,
smartfren 4 gb 7 hr,ID3581,,,"12,200",0,0,0,,no,yes,
Smith,ID3582,,,"12,000",0,0,0,,no,yes,
so klin lantai,ID3583,,,416,0,0,0,,no,yes,
so klin liquid,ID3584,,,416,0,0,0,,no,yes,
so sof 1 ds,ID3585,,,"102,000",0,0,0,,no,yes,
so sof sst,ID3586,,,900,0,0,0,,no,yes,
soba mie 1 pak,ID3587,,,"17,000",0,0,0,,no,yes,
sober,ID3588,,,"7,000",0,0,0,,no,yes,
soda beling,ID3589,,,"4,150",0,0,0,,no,yes,
soda kue,ID3590,,,"1,500",0,0,0,,no,yes,
soda kue botol,ID3591,,,"4,500",0,0,0,,no,yes,
sodium 1000,ID3592,,,858,0,0,0,,no,yes,
sodium 2500,ID3593,,,"1,500",0,0,0,,no,yes,
sodium cangkir,ID3594,,,"4,200",0,0,0,,no,yes,
sofel botol 80 gr,ID3595,,,"10,000",0,0,0,,no,yes,
soffel botol K,ID3596,,,"11,000",0,0,0,,no,yes,
soffel 1000,ID3597,,,833,0,0,0,,no,yes,
soffel 500,ID3598,,,416,0,0,0,,no,yes,
softek aktif day,ID3599,,,"6,000",0,0,0,,no,yes,
softek daun sirih isi 8,ID3600,,,"6,500",0,0,0,,no,yes,
softener 1000,ID3601,,,833,0,0,0,,no,yes,
softener 10000,ID3602,,,"9,000",0,0,0,,no,yes,
softener 500,ID3603,,,416,0,0,0,,no,yes,
softener 5000,ID3604,,,"4,500",0,0,0,,no,yes,
softener 900 ml,ID3605,,,"22,000",0,0,0,,no,yes,
softener soklin 500 1 ds,ID3606,,,"148,000",0,0,0,,no,yes,
softex daun sirih,ID3607,,,450,0,0,0,,no,yes,
sohun,ID3608,,,"4,000",0,0,0,,no,yes,
sohun kaca,ID3609,,,"1,100",0,0,0,,no,yes,
sokin 770 gr,ID3610,,,"15,500",0,0,0,,no,yes,
sokin lantai 1000,ID3611,,,833,0,0,0,,no,yes,
sokin lantau 500 1 ds,ID3612,,,"104,000",0,0,0,,no,yes,
sokin lantai 5000,ID3613,,,"4,500",0,0,0,,no,yes,
sokin pewangi saset,ID3614,,,850,0,0,0,,no,yes,
sokin smart 24000,ID3615,,,"21,000",0,0,0,,no,yes,
soklin 1000,ID3616,,,900,0,0,0,,no,yes,
soklin 10000,ID3617,,,"9,300",0,0,0,,no,yes,
soklin  500,ID3618,,,416,0,0,0,,no,yes,
soklin 770 gr,ID3619,,,"15,500",0,0,0,,no,yes,
soklin bubuk 1000 1 ds,ID3620,,,"64,000",0,0,0,,no,yes,
soklin lantai ,ID3621,,,416,0,0,0,,no,yes,
soklin lantai 2000,ID3622,,,"1,500",0,0,0,,no,yes,
soklin lantai 700 ml,ID3623,,,"8,500",0,0,0,,no,yes,
soklin lantai 780 ml,ID3624,,,"12,500",0,0,0,,no,yes,
soklin lantai botol 450,ID3625,,,"7,000",0,0,0,,no,yes,
soklin pemutih 100 ml,ID3626,,,"2,000",0,0,0,,no,yes,
soklin pemutih 250 ml,ID3627,,,"4,500",0,0,0,,no,yes,
soklin pemutih 33 ml,ID3628,,,833,0,0,0,,no,yes,
soklin pewangi 900 ml,ID3629,,,"12,500",0,0,0,,no,yes,
soklin 5000,ID3630,,,"4,500",0,0,0,,no,yes,
solasi 3000,ID3631,,,"2,200",0,0,0,,no,yes,
solasi 5000,ID3632,,,"3,500",0,0,0,,no,yes,
solasi bening / hitam,ID3633,,,700,0,0,0,,no,yes,
solasi campur 2000,ID3634,,,"1,500",0,0,0,,no,yes,
solasi double tip 7000,ID3635,,,"4,500",0,0,0,,no,yes,
solasi kecil campur,ID3636,,,700,0,0,0,,no,yes,
solo kretek 12,ID3637,,,"7,000",0,0,0,,no,yes,
sosis,ID3638,,,833,0,0,0,,no,yes,
sosis 1 toples,ID3639,,,"19,000",0,0,0,,no,yes,
sosis 2000,ID3640,,,"1,700",0,0,0,,no,yes,
sosis 500,ID3641,,,400,0,0,0,,no,yes,
sosis cancel 1 pak,ID3642,,,"87,000",0,0,0,,no,yes,
sosis kimbo,ID3643,,,"5,000",0,0,0,,no,yes,
sosis kenzler,ID3644,,,"7,500",0,0,0,,no,yes,
sosro bahu,ID3645,,,"8,000",0,0,0,,no,yes,
soun,ID3646,,,"4,500",0,0,0,,no,yes,
soun cina,ID3647,,,"2,000",0,0,0,,no,yes,
soun naga 250 gr,ID3648,,,"6,500",0,0,0,,no,yes,
sower mandi,ID3649,,,"3,500",0,0,0,,no,yes,
soyami,ID3650,,,900,0,0,0,,no,yes,
SP,ID3651,,,"9,000",0,0,0,,no,yes,
SP kue 5000,ID3652,,,"3,500",0,0,0,,no,yes,
Spading 100,ID3653,,,"19,000",0,0,0,,no,yes,
spalding 50,ID3654,,,"13,500",0,0,0,,no,yes,
spalding parfum K,ID3655,,,"14,500",0,0,0,,no,yes,
Spedol 5000,ID3656,,,"3,000",0,0,0,,no,yes,
Spedol B,ID3657,,,"4,000",0,0,0,,no,yes,
Spedol Joyco,ID3658,,,"3,000",0,0,0,,no,yes,
Spedol K,ID3659,,,"1,500",0,0,0,,no,yes,
Spedol Permanen 8000,ID3660,,,"6,000",0,0,0,,no,yes,
spedol warna ,ID3661,,,"1,500",0,0,0,,no,yes,
spirtus,ID3662,,,"3,500",0,0,0,,no,yes,
spon besar,ID3663,,,"6,000",0,0,0,,no,yes,
spon cuci,ID3664,,,"2,000",0,0,0,,no,yes,
spon cuci 3000,ID3665,,,"2,500",0,0,0,,no,yes,
spon cuci 5000,ID3666,,,"4,000",0,0,0,,no,yes,
spon mandi,ID3667,,,"3,500",0,0,0,,no,yes,
spon motor otomotif,ID3668,,,"6,000",0,0,0,,no,yes,
